##### USE HTTP1 SERVER ########

# JMH 1.17.4 (released 34 days ago)
# VM version: JDK 1.8.0_45, VM 25.45-b02
# VM invoker: /Library/Java/JavaVirtualMachines/jdk1.8.0_45.jdk/Contents/Home/jre/bin/java
# VM options: -Dfile.encoding=UTF-8
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: microbenchmark.Http2PerformenceTest.testHttp2Performence

Iteration  15: 74.041 ops/s
Iteration  16: 75.444 ops/s
Iteration  17: 76.575 ops/s
Iteration  18: 74.377 ops/s
Iteration  19: 76.027 ops/s
Iteration  20: 76.022 ops/s

# Run progress: 20.00% complete, ETA 00:05:25
# Fork: 3 of 10
# Warmup Iteration   1: 38.403 ops/s
# Warmup Iteration   2: 67.272 ops/s
# Warmup Iteration   3: 68.059 ops/s
# Warmup Iteration   4: 71.145 ops/s
# Warmup Iteration   5: 70.580 ops/s
# Warmup Iteration   6: 72.045 ops/s
# Warmup Iteration   7: 72.896 ops/s
# Warmup Iteration   8: 71.107 ops/s
# Warmup Iteration   9: 70.384 ops/s
# Warmup Iteration  10: 74.342 ops/s
# Warmup Iteration  11: 71.818 ops/s
# Warmup Iteration  12: 72.907 ops/s
# Warmup Iteration  13: 73.135 ops/s
# Warmup Iteration  14: 75.732 ops/s
# Warmup Iteration  15: 73.779 ops/s
# Warmup Iteration  16: 74.508 ops/s
# Warmup Iteration  17: 76.308 ops/s
# Warmup Iteration  18: 73.153 ops/s
# Warmup Iteration  19: 73.692 ops/s
# Warmup Iteration  20: 74.019 ops/s
Iteration   1: 75.563 ops/s
Iteration   2: 75.409 ops/s
Iteration   3: 75.214 ops/s
Iteration   4: 75.802 ops/s
Iteration   5: 67.429 ops/s
Iteration   6: 76.159 ops/s
Iteration   7: 77.063 ops/s
Iteration   8: 76.951 ops/s
Iteration   9: 68.787 ops/s
Iteration  10: 69.966 ops/s
Iteration  11: 68.941 ops/s
Iteration  12: 74.142 ops/s
Iteration  13: 74.400 ops/s
Iteration  14: 76.713 ops/s
Iteration  15: 76.438 ops/s
Iteration  16: 77.313 ops/s
Iteration  17: 77.841 ops/s
Iteration  18: 70.355 ops/s
Iteration  19: 77.514 ops/s
Iteration  20: 77.894 ops/s

# Run progress: 30.00% complete, ETA 00:04:45
# Fork: 4 of 10
# Warmup Iteration   1: 39.395 ops/s
# Warmup Iteration   2: 68.431 ops/s
# Warmup Iteration   3: 68.469 ops/s
# Warmup Iteration   4: 71.475 ops/s
# Warmup Iteration   5: 71.197 ops/s
# Warmup Iteration   6: 71.726 ops/s
# Warmup Iteration   7: 72.739 ops/s
# Warmup Iteration   8: 72.789 ops/s
# Warmup Iteration   9: 72.638 ops/s
# Warmup Iteration  10: 73.911 ops/s
# Warmup Iteration  11: 73.703 ops/s
# Warmup Iteration  12: 75.353 ops/s
# Warmup Iteration  13: 74.544 ops/s
# Warmup Iteration  14: 74.675 ops/s
# Warmup Iteration  15: 75.250 ops/s
# Warmup Iteration  16: 72.523 ops/s
# Warmup Iteration  17: 74.414 ops/s
# Warmup Iteration  18: 75.825 ops/s
# Warmup Iteration  19: 76.776 ops/s
# Warmup Iteration  20: 74.883 ops/s
Iteration   1: 73.965 ops/s
Iteration   2: 74.911 ops/s
Iteration   3: 73.627 ops/s
Iteration   4: 70.242 ops/s
Iteration   5: 74.038 ops/s
Iteration   6: 75.980 ops/s
Iteration   7: 76.618 ops/s
Iteration   8: 73.270 ops/s
Iteration   9: 74.432 ops/s
Iteration  10: 74.981 ops/s
Iteration  11: 76.359 ops/s
Iteration  12: 72.657 ops/s
Iteration  13: 76.795 ops/s
Iteration  14: 76.713 ops/s
Iteration  15: 76.445 ops/s
Iteration  16: 77.312 ops/s
Iteration  17: 78.040 ops/s
Iteration  18: 77.851 ops/s
Iteration  19: 76.392 ops/s
Iteration  20: 77.954 ops/s

# Run progress: 40.00% complete, ETA 00:04:04
# Fork: 5 of 10
# Warmup Iteration   1: 36.743 ops/s
# Warmup Iteration   2: 66.315 ops/s
# Warmup Iteration   3: 69.219 ops/s
# Warmup Iteration   4: 69.987 ops/s
# Warmup Iteration   5: 70.688 ops/s
# Warmup Iteration   6: 72.630 ops/s
# Warmup Iteration   7: 73.412 ops/s
# Warmup Iteration   8: 73.713 ops/s
# Warmup Iteration   9: 72.951 ops/s
# Warmup Iteration  10: 74.397 ops/s
# Warmup Iteration  11: 75.229 ops/s
# Warmup Iteration  12: 73.611 ops/s
# Warmup Iteration  13: 75.326 ops/s
# Warmup Iteration  14: 75.488 ops/s
# Warmup Iteration  15: 76.442 ops/s
# Warmup Iteration  16: 76.724 ops/s
# Warmup Iteration  17: 76.642 ops/s
# Warmup Iteration  18: 76.052 ops/s
# Warmup Iteration  19: 76.267 ops/s
# Warmup Iteration  20: 78.258 ops/s
Iteration   1: 76.921 ops/s
Iteration   2: 76.826 ops/s
Iteration   3: 77.822 ops/s
Iteration   4: 77.325 ops/s
Iteration   5: 79.356 ops/s
Iteration   6: 78.424 ops/s
Iteration   7: 77.259 ops/s
Iteration   8: 75.644 ops/s
Iteration   9: 77.381 ops/s
Iteration  10: 75.835 ops/s
Iteration  11: 78.832 ops/s
Iteration  12: 78.276 ops/s
Iteration  13: 78.214 ops/s
Iteration  14: 77.231 ops/s
Iteration  15: 78.688 ops/s
Iteration  16: 78.326 ops/s
Iteration  17: 77.454 ops/s
Iteration  18: 75.373 ops/s
Iteration  19: 75.917 ops/s
Iteration  20: 76.957 ops/s

# Run progress: 50.00% complete, ETA 00:03:23
# Fork: 6 of 10
# Warmup Iteration   1: 39.344 ops/s
# Warmup Iteration   2: 68.573 ops/s
# Warmup Iteration   3: 67.323 ops/s
# Warmup Iteration   4: 68.649 ops/s
# Warmup Iteration   5: 69.931 ops/s
# Warmup Iteration   6: 69.780 ops/s
# Warmup Iteration   7: 71.197 ops/s
# Warmup Iteration   8: 69.826 ops/s
# Warmup Iteration   9: 71.611 ops/s
# Warmup Iteration  10: 71.395 ops/s
# Warmup Iteration  11: 73.686 ops/s
# Warmup Iteration  12: 74.191 ops/s
# Warmup Iteration  13: 74.146 ops/s
# Warmup Iteration  14: 75.073 ops/s
# Warmup Iteration  15: 75.896 ops/s
# Warmup Iteration  16: 75.662 ops/s
# Warmup Iteration  17: 77.212 ops/s
# Warmup Iteration  18: 74.105 ops/s
# Warmup Iteration  19: 71.640 ops/s
# Warmup Iteration  20: 76.365 ops/s
Iteration   1: 75.454 ops/s
Iteration   2: 76.535 ops/s
Iteration   3: 76.568 ops/s
Iteration   4: 76.266 ops/s
Iteration   5: 77.258 ops/s
Iteration   6: 77.829 ops/s
Iteration   7: 76.727 ops/s
Iteration   8: 76.656 ops/s
Iteration   9: 59.870 ops/s
Iteration  10: 71.416 ops/s
Iteration  11: 73.562 ops/s
Iteration  12: 74.231 ops/s
Iteration  13: 75.575 ops/s
Iteration  14: 77.174 ops/s
Iteration  15: 75.072 ops/s
Iteration  16: 76.221 ops/s
Iteration  17: 76.435 ops/s
Iteration  18: 76.886 ops/s
Iteration  19: 76.238 ops/s
Iteration  20: 76.707 ops/s

# Run progress: 60.00% complete, ETA 00:02:42
# Fork: 7 of 10
# Warmup Iteration   1: 33.795 ops/s
# Warmup Iteration   2: 66.050 ops/s
# Warmup Iteration   3: 67.893 ops/s
# Warmup Iteration   4: 69.765 ops/s
# Warmup Iteration   5: 70.446 ops/s
# Warmup Iteration   6: 70.899 ops/s
# Warmup Iteration   7: 71.068 ops/s
# Warmup Iteration   8: 72.723 ops/s
# Warmup Iteration   9: 72.830 ops/s
# Warmup Iteration  10: 70.874 ops/s
# Warmup Iteration  11: 72.548 ops/s
# Warmup Iteration  12: 72.776 ops/s
# Warmup Iteration  13: 74.629 ops/s
# Warmup Iteration  14: 73.168 ops/s
# Warmup Iteration  15: 73.971 ops/s
# Warmup Iteration  16: 74.716 ops/s
# Warmup Iteration  17: 74.111 ops/s
# Warmup Iteration  18: 74.594 ops/s
# Warmup Iteration  19: 76.299 ops/s
# Warmup Iteration  20: 75.353 ops/s
Iteration   1: 76.401 ops/s
Iteration   2: 76.288 ops/s
Iteration   3: 77.289 ops/s
Iteration   4: 75.216 ops/s
Iteration   5: 76.301 ops/s
Iteration   6: 76.198 ops/s
Iteration   7: 75.296 ops/s
Iteration   8: 76.199 ops/s
Iteration   9: 75.733 ops/s
Iteration  10: 75.473 ops/s
Iteration  11: 75.359 ops/s
Iteration  12: 76.047 ops/s
Iteration  13: 75.615 ops/s
Iteration  14: 76.031 ops/s
Iteration  15: 76.231 ops/s
Iteration  16: 76.635 ops/s
Iteration  17: 75.794 ops/s
Iteration  18: 75.266 ops/s
Iteration  19: 77.085 ops/s
Iteration  20: 76.504 ops/s

# Run progress: 70.00% complete, ETA 00:02:02
# Fork: 8 of 10
# Warmup Iteration   1: 38.793 ops/s
# Warmup Iteration   2: 67.756 ops/s
# Warmup Iteration   3: 69.693 ops/s
# Warmup Iteration   4: 72.746 ops/s
# Warmup Iteration   5: 71.539 ops/s
# Warmup Iteration   6: 72.126 ops/s
# Warmup Iteration   7: 73.459 ops/s
# Warmup Iteration   8: 73.088 ops/s
# Warmup Iteration   9: 73.666 ops/s
# Warmup Iteration  10: 75.141 ops/s
# Warmup Iteration  11: 71.507 ops/s
# Warmup Iteration  12: 70.317 ops/s
# Warmup Iteration  13: 75.886 ops/s
# Warmup Iteration  14: 76.635 ops/s
# Warmup Iteration  15: 76.117 ops/s
# Warmup Iteration  16: 72.069 ops/s
# Warmup Iteration  17: 75.326 ops/s
# Warmup Iteration  18: 75.788 ops/s
# Warmup Iteration  19: 76.174 ops/s
# Warmup Iteration  20: 74.174 ops/s
Iteration   1: 74.828 ops/s
Iteration   2: 74.152 ops/s
Iteration   3: 73.982 ops/s
Iteration   4: 76.570 ops/s
Iteration   5: 77.931 ops/s
Iteration   6: 79.287 ops/s
Iteration   7: 77.840 ops/s
Iteration   8: 76.545 ops/s
Iteration   9: 76.291 ops/s
Iteration  10: 77.180 ops/s
Iteration  11: 77.909 ops/s
Iteration  12: 77.957 ops/s
Iteration  13: 78.473 ops/s
Iteration  14: 76.604 ops/s
Iteration  15: 76.113 ops/s
Iteration  16: 78.193 ops/s
Iteration  17: 76.318 ops/s
Iteration  18: 77.008 ops/s
Iteration  19: 74.895 ops/s
Iteration  20: 76.401 ops/s

# Run progress: 80.00% complete, ETA 00:01:21
# Fork: 9 of 10
# Warmup Iteration   1: 29.780 ops/s
# Warmup Iteration   2: 67.141 ops/s
# Warmup Iteration   3: 71.093 ops/s
# Warmup Iteration   4: 71.907 ops/s
# Warmup Iteration   5: 71.143 ops/s
# Warmup Iteration   6: 72.011 ops/s
# Warmup Iteration   7: 70.765 ops/s
# Warmup Iteration   8: 72.081 ops/s
# Warmup Iteration   9: 73.414 ops/s
# Warmup Iteration  10: 73.652 ops/s
# Warmup Iteration  11: 70.651 ops/s
# Warmup Iteration  12: 72.239 ops/s
# Warmup Iteration  13: 73.840 ops/s
# Warmup Iteration  14: 75.415 ops/s
# Warmup Iteration  15: 73.526 ops/s
# Warmup Iteration  16: 72.612 ops/s
# Warmup Iteration  17: 70.735 ops/s
# Warmup Iteration  18: 70.407 ops/s
# Warmup Iteration  19: 75.640 ops/s
# Warmup Iteration  20: 77.259 ops/s
Iteration   1: 77.367 ops/s
Iteration   2: 76.510 ops/s
Iteration   3: 74.552 ops/s
Iteration   4: 77.243 ops/s
Iteration   5: 73.950 ops/s
Iteration   6: 75.528 ops/s
Iteration   7: 78.480 ops/s
Iteration   8: 79.329 ops/s
Iteration   9: 76.395 ops/s
Iteration  10: 75.846 ops/s
Iteration  11: 74.587 ops/s
Iteration  12: 75.871 ops/s
Iteration  13: 74.423 ops/s
Iteration  14: 76.931 ops/s
Iteration  15: 76.147 ops/s
Iteration  16: 75.054 ops/s
Iteration  17: 73.305 ops/s
Iteration  18: 78.184 ops/s
Iteration  19: 76.700 ops/s
Iteration  20: 77.521 ops/s

# Run progress: 90.00% complete, ETA 00:00:40
# Fork: 10 of 10
# Warmup Iteration   1: 36.623 ops/s
# Warmup Iteration   2: 66.998 ops/s
# Warmup Iteration   3: 68.412 ops/s
# Warmup Iteration   4: 71.885 ops/s
# Warmup Iteration   5: 70.028 ops/s
# Warmup Iteration   6: 73.235 ops/s
# Warmup Iteration   7: 72.397 ops/s
# Warmup Iteration   8: 72.127 ops/s
# Warmup Iteration   9: 74.348 ops/s
# Warmup Iteration  10: 60.493 ops/s
# Warmup Iteration  11: 73.693 ops/s
# Warmup Iteration  12: 73.376 ops/s
# Warmup Iteration  13: 64.605 ops/s
# Warmup Iteration  14: 72.528 ops/s
# Warmup Iteration  15: 74.712 ops/s
# Warmup Iteration  16: 71.781 ops/s
# Warmup Iteration  17: 75.217 ops/s
# Warmup Iteration  18: 76.121 ops/s
# Warmup Iteration  19: 73.644 ops/s
# Warmup Iteration  20: 76.126 ops/s
Iteration   1: 76.566 ops/s
Iteration   2: 76.655 ops/s
Iteration   3: 76.389 ops/s
Iteration   4: 76.778 ops/s
Iteration   5: 74.848 ops/s
Iteration   6: 76.288 ops/s
Iteration   7: 77.019 ops/s
Iteration   8: 76.516 ops/s
Iteration   9: 76.362 ops/s
Iteration  10: 70.900 ops/s
Iteration  11: 77.942 ops/s
Iteration  12: 77.300 ops/s
Iteration  13: 75.589 ops/s
Iteration  14: 77.414 ops/s
Iteration  15: 77.169 ops/s
Iteration  16: 77.373 ops/s
Iteration  17: 77.484 ops/s
Iteration  18: 77.192 ops/s
Iteration  19: 78.814 ops/s
Iteration  20: 78.748 ops/s


Result "microbenchmark.Http2PerformenceTest.testHttp2Performence":
  75.926 ±(99.9%) 0.518 ops/s [Average]
  (min, avg, max) = (59.870, 75.926, 79.356), stdev = 2.194
  CI (99.9%): [75.408, 76.444] (assumes normal distribution)


# Run complete. Total time: 00:06:46

Benchmark                                   Mode  Cnt   Score   Error  Units
Http2PerformenceTest.testHttp2Performence  thrpt  200  75.926 ± 0.518  ops/s

Process finished with exit code 0
